
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-01 07:05:00'    5294.905    2028.579            
'2015-07-01 07:10:00'    5476.233    1727.981            
'2015-07-01 07:15:00'    5088.145    2273.893            
'2015-07-01 07:20:00'    5152.899    2286.443            
'2015-07-01 07:25:00'    5421.808    1929.757            
'2015-07-01 07:30:00'    5325.447    2134.981            
'2015-07-01 07:35:00'    5470.556    2083.973            
'2015-07-01 07:40:00'    5432.657    2323.366            
'2015-07-01 07:45:00'    5766.098    1883.848            
'2015-07-01 07:50:00'    5607.970    2211.847            
'2015-07-01 07:55:00'    5883.632    1911.099            
'2015-07-01 08:00:00'    5739.196    2099.304            
'2015-07-01 08:05:00'    5803.423    1927.461            
'2015-07-01 08:10:00'    5884.020    1942.025            
'2015-07-01 08:15:00'    5684.790    2514.673            
'2015-07-01 08:20:00'    5737.445    2367.901            
'2015-07-01 08:25:00'    5827.524    2267.591            
'2015-07-01 08:30:00'    5728.513    2463.721            
'2015-07-01 08:35:00'    5760.766    2410.652            
'2015-07-01 08:40:00'    5904.878    2549.740            
'2015-07-01 08:45:00'    5983.296    2289.101            
'2015-07-01 08:50:00'    5853.539    2519.431            
'2015-07-01 08:55:00'    5920.723    2320.980            
'2015-07-01 09:00:00'    5980.846    2473.154            
'2015-07-01 09:05:00'    6093.226    2501.121            
'2015-07-01 09:10:00'    5868.884    2718.960            
'2015-07-01 09:15:00'    6044.989    2713.070            
'2015-07-01 09:20:00'    5771.105    2882.559            
'2015-07-01 09:25:00'    6072.945    2747.759            
'2015-07-01 09:30:00'    6055.054    3090.864            
'2015-07-01 09:35:00'    5746.471    3444.575            
'2015-07-01 09:40:00'    5944.353    3324.836            
'2015-07-01 09:45:00'    6028.415    3416.282            
'2015-07-01 09:50:00'    5913.677    3685.490            
'2015-07-01 09:55:00'    5863.170    3813.431            
'2015-07-01 10:00:00'    6041.259    3639.241            
'2015-07-01 10:05:00'    6072.029    3513.814            
'2015-07-01 10:10:00'    6065.641    3682.941            
'2015-07-01 10:15:00'    6089.587    3461.802            
'2015-07-01 10:20:00'    5923.178    3890.824            
'2015-07-01 10:25:00'    5910.490    3925.847            
'2015-07-01 10:30:00'    5916.935    4101.486            
'2015-07-01 10:35:00'    6051.033    3981.621            
'2015-07-01 10:40:00'    5997.605    3905.545            
'2015-07-01 10:45:00'    5924.904    4188.126            
'2015-07-01 10:50:00'    6069.217    3979.020            
'2015-07-01 10:55:00'    5985.910    4172.444            
'2015-07-01 11:00:00'    5980.846    4248.154            
'2015-07-01 11:05:00'    5885.887    4226.848            
'2015-07-01 11:10:00'    5855.674    4212.176            
'2015-07-01 11:15:00'    5842.847    4300.874            
'2015-07-01 11:20:00'    5990.457    3978.085            
'2015-07-01 11:25:00'    5770.878    4254.868            
'2015-07-01 11:30:00'    5890.263    4054.866            
'2015-07-01 11:35:00'    5669.174    4118.082            
'2015-07-01 11:40:00'    5752.582    4203.305            
'2015-07-01 11:45:00'    5650.614    4514.581            
'2015-07-01 11:50:00'    5827.918    3907.281            
'2015-07-01 11:55:00'    5624.280    4230.330            
'2015-07-01 12:00:00'    5618.371    4097.629            
'2015-07-01 12:05:00'    5530.498    4093.137            
'2015-07-01 12:10:00'    5593.793    3930.779            
'2015-07-01 12:15:00'    5600.073    4016.831            
'2015-07-01 12:20:00'    5399.035    4188.599            
'2015-07-01 12:25:00'    5546.643    3815.927            
'2015-07-01 12:30:00'    5607.856    3534.641            
'2015-07-01 12:35:00'    5706.020    3452.343            
'2015-07-01 12:40:00'    5678.487    3344.349            
'2015-07-01 12:45:00'    5614.490    3282.139            
'2015-07-01 12:50:00'    5648.094    3093.637            
'2015-07-01 12:55:00'    5685.635    3159.765            
'2015-07-01 13:00:00'    5557.958    3176.542            
'2015-07-01 13:05:00'    5505.614    3055.459            
'2015-07-01 13:10:00'    5428.008    2908.469            
'2015-07-01 13:15:00'    5570.819    2726.446            
'2015-07-01 13:20:00'    5469.329    2524.930            
'2015-07-01 13:25:00'    5466.524    2465.486            
'2015-07-01 13:30:00'    5503.234    2397.627            
'2015-07-01 13:35:00'    5347.194    2254.186            
'2015-07-01 13:40:00'    5420.643    2127.527            
'2015-07-01 13:45:00'    5566.913    1696.526            
'2015-07-01 13:50:00'    5366.311    1913.797            
'2015-07-01 13:55:00'    5473.152    1464.074            
'2015-07-01 14:00:00'    5437.133    1545.367            
'2015-07-01 14:05:00'    5363.174    1413.351            
'2015-07-01 14:10:00'    5343.660    1349.980            
'2015-07-01 14:15:00'    5321.927    1346.204            
'2015-07-01 14:20:00'    5515.511    1030.090            
'2015-07-01 14:25:00'    5284.890    1284.905            
'2015-07-01 14:30:00'    5489.549     925.322            
'2015-07-01 14:35:00'    5299.926     978.816            
'2015-07-01 14:40:00'    5404.380     879.179            
'2015-07-01 14:45:00'    5420.180     643.046            
'2015-07-01 14:50:00'    5394.668     665.162            
'2015-07-01 14:55:00'    5247.252     763.327            
'2015-07-01 15:00:00'    5316.308     551.692            
'2015-07-01 15:05:00'    5206.453     606.313            
'2015-07-01 15:10:00'    5165.924     472.422            
'2015-07-01 15:15:00'    5087.228     555.318            
'2015-07-01 15:20:00'    5493.484      66.691            
'2015-07-01 15:25:00'    5399.859                 155.742
'2015-07-01 15:30:00'    5418.057                  91.800
'2015-07-01 15:35:00'    5354.088                  67.445
'2015-07-01 15:40:00'    5238.621                  62.107
'2015-07-01 15:45:00'    5269.067                   6.834
'2015-07-01 15:50:00'    5127.997                 533.184
'2015-07-01 15:55:00'    5085.492                 371.227
'2015-07-01 16:00:00'    5001.000                 436.133
'2015-07-01 16:05:00'    4951.148                 573.611
'2015-07-01 16:10:00'    4890.135                 567.440
'2015-07-01 16:15:00'    4998.227                 327.695
'2015-07-01 16:20:00'    4899.096                 609.461
'2015-07-01 16:25:00'    4828.447                 799.747
'2015-07-01 16:30:00'    4850.862                 620.499
'2015-07-01 16:35:00'    4948.125                 724.499
'2015-07-01 16:40:00'    4845.681                 663.219
'2015-07-01 16:45:00'    4812.109                 670.534
'2015-07-01 16:50:00'    4705.975                 729.776
'2015-07-01 16:55:00'    4698.486                 926.741
'2015-07-01 17:00:00'    4734.500                 823.458
'2015-07-01 17:05:00'    4728.976                 750.687
'2015-07-01 17:10:00'    4739.073                 852.313
'2015-07-01 17:15:00'    4759.391                 845.596
'2015-07-01 17:20:00'    4775.779                1042.979
'2015-07-01 17:25:00'    4687.628                1073.648
'2015-07-01 17:30:00'    4743.154                 855.140
'2015-07-01 17:35:00'    4721.170                1055.391
'2015-07-01 17:40:00'    4660.189                 998.123
'2015-07-01 17:45:00'    4776.434                1069.147
'2015-07-01 17:50:00'    4594.786                1124.864
'2015-07-01 17:55:00'    4733.263                1066.796
'2015-07-01 18:00:00'    4681.000                1118.609
'2015-07-01 18:05:00'    4966.282                 789.758
'2015-07-01 18:10:00'    4877.396                 909.133
'2015-07-01 18:15:00'    5075.930                 746.930
'2015-07-01 18:20:00'    5013.885                1220.096
'2015-07-01 18:25:00'    5363.101                 543.545
'2015-07-01 18:30:00'    5354.590                 389.018
'2015-07-01 18:35:00'    5476.997                 372.908
'2015-07-01 18:40:00'    5593.461                 136.537
'2015-07-01 18:45:00'    5771.851      23.167            
'2015-07-01 18:50:00'    5843.698       9.093            
'2015-07-01 18:55:00'    5846.469     149.437            
'2015-07-01 19:00:00'    5920.434     165.066            
'2015-07-01 19:05:00'    5929.658     317.082            
'2015-07-01 19:10:00'    5925.435     506.101            
'2015-07-01 19:15:00'    5952.908     575.836            
'2015-07-01 19:20:00'    5768.064    1036.633            
'2015-07-01 19:25:00'    5641.616    1333.030            
'2015-07-01 19:30:00'    5832.876    1557.333            
'2015-07-01 19:35:00'    5909.845    1472.329            
'2015-07-01 19:40:00'    5932.352    1606.587            
'2015-07-01 19:45:00'    5699.174    1914.560            
'2015-07-01 19:50:00'    5662.287    2152.670            
'2015-07-01 19:55:00'    5851.824    2317.684            
'2015-07-01 20:00:00'    5799.609    2398.391            
'2015-07-01 20:05:00'    5679.979    2347.531            
'2015-07-01 20:10:00'    5812.227    2399.749            
'2015-07-01 20:15:00'    5809.127    2352.443            
'2015-07-01 20:20:00'    5637.313    2610.119            
'2015-07-01 20:25:00'    5537.571    2590.565            
'2015-07-01 20:30:00'    5668.752    2552.126            
'2015-07-01 20:35:00'    5583.987    2570.898            
'2015-07-01 20:40:00'    5498.867    2685.619            
'2015-07-01 20:45:00'    5541.257    2381.713            
'2015-07-01 20:50:00'    5632.020    2710.163            
'2015-07-01 20:55:00'    5567.847    2563.020            
'2015-07-01 21:00:00'    5437.133    2660.867            
'2015-07-01 21:05:00'    5470.902    2703.476            
'2015-07-01 21:10:00'    5194.546    2942.141            
'2015-07-01 21:15:00'    5260.247    3033.992            
'2015-07-01 21:20:00'    5262.983    3334.938            
'2015-07-01 21:25:00'    5269.284    3257.751            
'2015-07-01 21:30:00'    5208.099    3344.915            
'2015-07-01 21:35:00'    5118.857    3594.467            
'2015-07-01 21:40:00'    5034.299    3663.231            
'2015-07-01 21:45:00'    4948.402    3868.132            
'2015-07-01 21:50:00'    5047.736    3864.136            
'2015-07-01 21:55:00'    4750.683    4039.255            
'2015-07-01 22:00:00'    4833.007    4204.993            
'2015-07-01 22:05:00'    4773.462    4344.675            
'2015-07-01 22:10:00'    4739.772    4238.663            
'2015-07-01 22:15:00'    4694.214    4325.850            
'2015-07-01 22:20:00'    4645.025    4571.809            
'2015-07-01 22:25:00'    4607.677    4724.698            
'2015-07-01 22:30:00'    4663.956    4417.100            
'2015-07-01 22:35:00'    4552.506    4649.835            
'2015-07-01 22:40:00'    4415.082    4691.940            
'2015-07-01 22:45:00'    4291.432    4709.749            
'2015-07-01 22:50:00'    4449.016    4797.636            
'2015-07-01 22:55:00'    4244.775    4798.270            
'2015-07-01 23:00:00'    4228.881    4913.119            
'2015-07-01 23:05:00'    4241.870    4826.842            
'2015-07-01 23:10:00'    4183.168    4567.478            
'2015-07-01 23:15:00'    4143.622    4589.901            
'2015-07-01 23:20:00'    4151.029    4541.251            
'2015-07-01 23:25:00'    4053.418    4250.219            
'2015-07-01 23:30:00'    4125.420    4189.749            
'2015-07-01 23:35:00'    4003.334    4404.454            
'2015-07-01 23:40:00'    4070.311    4234.880            
'2015-07-01 23:45:00'    3998.298    4283.889            
'2015-07-01 23:50:00'    3873.820    4072.284            
'2015-07-01 23:55:00'    3782.666    3989.980            
'2015-07-02 00:00:00'    3728.320    4047.680            
'2015-07-02 00:05:00'    3689.205    4176.650            
'2015-07-02 00:10:00'    3765.911    3896.396            
'2015-07-02 00:15:00'    3730.565    4077.209            
'2015-07-02 00:20:00'    3789.072    3916.919            
'2015-07-02 00:25:00'    3695.476    3913.062            
'2015-07-02 00:30:00'    3709.220    3943.558            
'2015-07-02 00:35:00'    3502.294    4026.896            
'2015-07-02 00:40:00'    3622.515    3715.439            
'2015-07-02 00:45:00'    3646.852    3796.317            
'2015-07-02 00:50:00'    3682.262    3740.301            
'2015-07-02 00:55:00'    3731.511    3493.779            
'2015-07-02 01:00:00'    3669.140    3688.860            
'2015-07-02 01:05:00'    3705.629    3601.571            
'2015-07-02 01:10:00'    3705.947    3587.436            
'2015-07-02 01:15:00'    3698.674    3421.319            
'2015-07-02 01:20:00'    3629.179    3507.134            
'2015-07-02 01:25:00'    3617.375    3510.596            
'2015-07-02 01:30:00'    3650.654    3282.488            
'2015-07-02 01:35:00'    3569.840    3491.533            
'2015-07-02 01:40:00'    3622.356    3154.367            
'2015-07-02 01:45:00'    3575.963    3288.391            
'2015-07-02 01:50:00'    3534.159    3276.595            
'2015-07-02 01:55:00'    3525.791    3086.817            
'2015-07-02 02:00:00'    3550.781    3063.219            
'2015-07-02 02:05:00'    3583.075    3005.213            
'2015-07-02 02:10:00'    3583.384    2874.737            
'2015-07-02 02:15:00'    3602.131    2747.896            
'2015-07-02 02:20:00'    3475.879    2719.152            
'2015-07-02 02:25:00'    3508.255    2725.077            
'2015-07-02 02:30:00'    3544.705    2629.448            
'2015-07-02 02:35:00'    3571.151    2470.004            
'2015-07-02 02:40:00'    3265.663    2880.394            
'2015-07-02 02:45:00'    3456.922    2523.348            
'2015-07-02 02:50:00'    3455.234    2399.925            
'2015-07-02 02:55:00'    3458.286    2477.487            
'2015-07-02 03:00:00'    3432.421    2329.579            
'2015-07-02 03:05:00'    3379.005    2412.749            
'2015-07-02 03:10:00'    3486.395    2025.531            
'2015-07-02 03:15:00'    3484.839    1977.065            
'2015-07-02 03:20:00'    3491.734    1981.377            
'2015-07-02 03:25:00'    3427.222    2054.959            
'2015-07-02 03:30:00'    3414.383    1992.089            
'2015-07-02 03:35:00'    3495.324    1721.251            
'2015-07-02 03:40:00'    3556.640    1562.299            
'2015-07-02 03:45:00'    3441.269    1768.147            
'2015-07-02 03:50:00'    3480.595    1479.647            
'2015-07-02 03:55:00'    3523.248    1411.262            
'2015-07-02 04:00:00'    3491.601    1376.399            
'2015-07-02 04:05:00'    3450.189    1336.624            
'2015-07-02 04:10:00'    3489.738    1445.003            
'2015-07-02 04:15:00'    3551.218    1358.317            
'2015-07-02 04:20:00'    3726.908    1241.529            
'2015-07-02 04:25:00'    3556.076    1210.815            
'2015-07-02 04:30:00'    3693.215    1125.022            
'2015-07-02 04:35:00'    3738.395    1061.234            
'2015-07-02 04:40:00'    3730.873     931.677            
'2015-07-02 04:45:00'    3767.792    1045.160            
'2015-07-02 04:50:00'    3797.243     936.805            
'2015-07-02 04:55:00'    3814.348     838.421            
'2015-07-02 05:00:00'    3846.679     841.321            
'2015-07-02 05:05:00'    3906.153     706.829            
'2015-07-02 05:10:00'    3814.325     942.276            
'2015-07-02 05:15:00'    3870.388     807.469            
'2015-07-02 05:20:00'    3962.264     668.549            
'2015-07-02 05:25:00'    4029.959     498.590            
'2015-07-02 05:30:00'    4025.608     657.656            
'2015-07-02 05:35:00'    4138.811     460.160            
'2015-07-02 05:40:00'    4101.251     440.261            
'2015-07-02 05:45:00'    4154.424     471.264            
'2015-07-02 05:50:00'    4069.443     374.919            
'2015-07-02 05:55:00'    4209.173     351.931            
'2015-07-02 06:00:00'    4260.937     330.063            
'2015-07-02 06:05:00'    4313.022     169.176            
'2015-07-02 06:10:00'    4387.766      26.263            
'2015-07-02 06:15:00'    4272.751                 200.082
'2015-07-02 06:20:00'    4159.575                 447.231
'2015-07-02 06:25:00'    4116.990                 448.947
'2015-07-02 06:30:00'    4021.948                 625.164
'2015-07-02 06:35:00'    3879.752                 870.973
'2015-07-02 06:40:00'    3760.634                 884.524
'2015-07-02 06:45:00'    3711.267                1068.507
'2015-07-02 06:50:00'    3643.781                1319.897
'2015-07-02 06:55:00'    3445.619                1459.484
'2015-07-02 07:00:00'    3338.000                1692.273
'2015-07-02 07:05:00'    3342.147                1735.011
'2015-07-02 07:10:00'    3200.608                1900.431
'2015-07-02 07:15:00'    3115.544                1988.525
'2015-07-02 07:20:00'    3127.716                2067.287
'2015-07-02 07:25:00'    3103.358                2273.371
'2015-07-02 07:30:00'    2954.745                2289.025
'2015-07-02 07:35:00'    2945.804                2398.660
'2015-07-02 07:40:00'    2793.273                2435.164
'2015-07-02 07:45:00'    2859.981                2791.448
'2015-07-02 07:50:00'    2807.573                2682.628
'2015-07-02 07:55:00'    2682.856                2846.426
'2015-07-02 08:00:00'    2670.500                2951.570
'2015-07-02 08:05:00'    2749.790                2803.794
'2015-07-02 08:10:00'    2755.626                3102.516
'2015-07-02 08:15:00'    2839.232                2816.040
'2015-07-02 08:20:00'    2807.866                3024.576
'2015-07-02 08:25:00'    2953.957                2748.318
'2015-07-02 08:30:00'    3064.137                2516.446
'2015-07-02 08:35:00'    3023.220                2738.404
'2015-07-02 08:40:00'    3181.028                2579.413
'2015-07-02 08:45:00'    3135.817                2758.962
'2015-07-02 08:50:00'    3188.399                2826.867
'2015-07-02 08:55:00'    3159.336                2783.962
'2015-07-02 09:00:00'    3323.500                2535.288
'2015-07-02 09:05:00'    3367.702                2453.036
'2015-07-02 09:10:00'    3255.280                2546.626
'2015-07-02 09:15:00'    3312.736                2524.953
'2015-07-02 09:20:00'    3171.524                2633.295
'2015-07-02 09:25:00'    3202.349                2654.724
'2015-07-02 09:30:00'    3185.175                2648.134
'2015-07-02 09:35:00'    3157.727                2931.957
'2015-07-02 09:40:00'    3175.279                2738.943
'2015-07-02 09:45:00'    3090.312                2788.594
'2015-07-02 09:50:00'    3026.655                2858.536
'2015-07-02 09:55:00'    3096.475                2584.594
'2015-07-02 10:00:00'    3074.500                2843.468
'2015-07-02 10:05:00'    3059.597                2750.804
'2015-07-02 10:10:00'    3344.842                2637.119
'2015-07-02 10:15:00'    3301.688                2507.914
'2015-07-02 10:20:00'    3312.214                2516.563
'2015-07-02 10:25:00'    3486.844                2336.439
'2015-07-02 10:30:00'    3541.667                2230.847
'2015-07-02 10:35:00'    3544.033                2265.347
'2015-07-02 10:40:00'    3644.030                2530.494
'2015-07-02 10:45:00'    3759.207                2106.317
'2015-07-02 10:50:00'    3724.754                2158.005
'2015-07-02 10:55:00'    4010.398                1826.042
'2015-07-02 11:00:00'    3945.500                1913.288
'2015-07-02 11:05:00'    4002.800                1682.573
'2015-07-02 11:10:00'    3964.348                1768.253
'2015-07-02 11:15:00'    4066.533                1690.509
'2015-07-02 11:20:00'    4091.442                1859.937
'2015-07-02 11:25:00'    4047.807                1774.816
'2015-07-02 11:30:00'    3998.949                1719.106
'2015-07-02 11:35:00'    3992.474                1639.472
'2015-07-02 11:40:00'    4068.251                1697.157
'2015-07-02 11:45:00'    4071.562                1568.657
'2015-07-02 11:50:00'    4067.551                1288.337
'2015-07-02 11:55:00'    4121.381                1442.085
'2015-07-02 12:00:00'    4054.000                1449.710
'2015-07-02 12:05:00'    4035.189                1457.540
'2015-07-02 12:10:00'    4051.975                1337.181
'2015-07-02 12:15:00'    4036.228                1348.164
'2015-07-02 12:20:00'    4073.465                1229.994
'2015-07-02 12:25:00'    4085.495                1267.346
'2015-07-02 12:30:00'    4067.061                1398.489
'2015-07-02 12:35:00'    4067.666                1458.443
'2015-07-02 12:40:00'    4066.736                1366.631
'2015-07-02 12:45:00'    4042.755                1437.929
'2015-07-02 12:50:00'    3955.375                1493.519
'2015-07-02 12:55:00'    4058.598                1393.718
'2015-07-02 13:00:00'    4054.000                1390.531
'2015-07-02 13:05:00'    4066.206                1465.483
'2015-07-02 13:10:00'    3947.417                1592.670
'2015-07-02 13:15:00'    3963.676                1385.878
'2015-07-02 13:20:00'    4145.351                1250.435
'2015-07-02 13:25:00'    3989.265                1404.266
'2015-07-02 13:30:00'    4049.404                1372.359
'2015-07-02 13:35:00'    4019.815                1396.979
'2015-07-02 13:40:00'    3915.387                1409.308
'2015-07-02 13:45:00'    4009.973                1191.505
'2015-07-02 13:50:00'    3950.078                1409.924
'2015-07-02 13:55:00'    3935.841                1275.311
'2015-07-02 14:00:00'    3897.000                1429.171
'2015-07-02 14:05:00'    3802.199                1505.914
'2015-07-02 14:10:00'    3938.043                1377.428
'2015-07-02 14:15:00'    3681.059                1463.356
'2015-07-02 14:20:00'    3641.272                1785.268
'2015-07-02 14:25:00'    3870.994                1330.571
'2015-07-02 14:30:00'    3793.689                1364.693
'2015-07-02 14:35:00'    3715.289                1611.314
'2015-07-02 14:40:00'    3741.625                1527.842
'2015-07-02 14:45:00'    3650.469                1712.619
'2015-07-02 14:50:00'    3525.900                1799.423
'2015-07-02 14:55:00'    3617.007                1585.021
'2015-07-02 15:00:00'    3597.000                1610.812
'2015-07-02 15:05:00'    3675.189                1459.458
'2015-07-02 15:10:00'    3566.120                1661.262
'2015-07-02 15:15:00'    3522.794                1645.827
'2015-07-02 15:20:00'    3507.854                1847.582
'2015-07-02 15:25:00'    3433.017                1844.215
'2015-07-02 15:30:00'    3460.621                1806.079
'2015-07-02 15:35:00'    3394.882                1810.860
'2015-07-02 15:40:00'    3365.742                1925.721
'2015-07-02 15:45:00'    3283.178                2007.036
'2015-07-02 15:50:00'    3268.125                2191.587
'2015-07-02 15:55:00'    3415.758                1909.783
'2015-07-02 16:00:00'    3274.500                2051.671
'2015-07-02 16:05:00'    3270.526                1892.052
'2015-07-02 16:10:00'    3378.463                1793.657
'2015-07-02 16:15:00'    3230.258                2131.168
'2015-07-02 16:20:00'    3251.359                2452.965
'2015-07-02 16:25:00'    3292.191                2104.787
'2015-07-02 16:30:00'    3350.348                2154.600
'2015-07-02 16:35:00'    3226.853                2083.992
'2015-07-02 16:40:00'    3318.192                2064.893
'2015-07-02 16:45:00'    3337.666                2102.160
'2015-07-02 16:50:00'    3289.704                2116.692
'2015-07-02 16:55:00'    3283.682                1897.508
'2015-07-02 17:00:00'    3318.500                2126.031
'2015-07-02 17:05:00'    3304.947                2288.651
'2015-07-02 17:10:00'    3389.610                2204.799
'2015-07-02 17:15:00'    3322.130                2092.488
'2015-07-02 17:20:00'    3297.727                2345.081
'2015-07-02 17:25:00'    3404.903                2061.802
'2015-07-02 17:30:00'    3398.124                2126.696
'2015-07-02 17:35:00'    3443.651                2234.886
'2015-07-02 17:40:00'    3450.553                2161.931
'2015-07-02 17:45:00'    3551.030                2082.855
'2015-07-02 17:50:00'    3471.385                2257.486
'2015-07-02 17:55:00'    3566.158                2220.679
'2015-07-02 18:00:00'    3570.000                2111.249
'2015-07-02 18:05:00'    3632.794                2176.302
'2015-07-02 18:10:00'    3710.127                2064.709
'2015-07-02 18:15:00'    3864.325                1825.458
'2015-07-02 18:20:00'    3900.920                1643.309
'2015-07-02 18:25:00'    3964.317                1855.787
'2015-07-02 18:30:00'    3924.121                1795.950
'2015-07-02 18:35:00'    4109.275                1554.157
'2015-07-02 18:40:00'    4188.126                1650.382
'2015-07-02 18:45:00'    4345.072                1502.421
'2015-07-02 18:50:00'    4302.030                1551.343
'2015-07-02 18:55:00'    4396.636                1562.786
'2015-07-02 19:00:00'    4478.500                1321.109
'2015-07-02 19:05:00'    4665.729                1061.171
'2015-07-02 19:10:00'    4721.695                1136.233
'2015-07-02 19:15:00'    4896.255                 934.796
'2015-07-02 19:20:00'    5040.587                 610.824
'2015-07-02 19:25:00'    5167.018                 529.576
'2015-07-02 19:30:00'    5369.713                 504.659
'2015-07-02 19:35:00'    5425.624                 151.678
'2015-07-02 19:40:00'    5469.444                 339.639
'2015-07-02 19:45:00'    5692.692                  87.202
'2015-07-02 19:50:00'    5725.406                 140.450
'2015-07-02 19:55:00'    5718.391     169.490            
'2015-07-02 20:00:00'    5681.249     366.751            
'2015-07-02 20:05:00'    5764.910      94.794            
'2015-07-02 20:10:00'    5453.517     437.963            
'2015-07-02 20:15:00'    5606.351     342.740            
'2015-07-02 20:20:00'    5540.831     307.784            
'2015-07-02 20:25:00'    5474.721     490.429            
'2015-07-02 20:30:00'    5655.037     228.128            
'2015-07-02 20:35:00'    5417.905     474.660            
'2015-07-02 20:40:00'    5715.710     179.160            
'2015-07-02 20:45:00'    5397.991     481.056            
'2015-07-02 20:50:00'    5568.627     285.265            
'2015-07-02 20:55:00'    5331.775     467.391            
'2015-07-02 21:00:00'    5326.171     427.829            
'2015-07-02 21:05:00'    5443.866     330.211            
'2015-07-02 21:10:00'    5190.014     549.428            
'2015-07-02 21:15:00'    5245.584     712.901            
