
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-03 01:50:00'    4.237e+003                                          
'2015-07-03 01:55:00'    4.164e+003                                          
'2015-07-03 02:00:00'    4.066e+003                                          
'2015-07-03 02:05:00'    4.143e+003                                          
'2015-07-03 02:10:00'    4.196e+003                                          
'2015-07-03 02:15:00'    4.327e+003                                          
'2015-07-03 02:20:00'    4.323e+003                                          
'2015-07-03 02:25:00'    4.302e+003                                          
'2015-07-03 02:30:00'    4.318e+003                                          
'2015-07-03 02:35:00'    4.400e+003                                          
'2015-07-03 02:40:00'    4.389e+003                                          
'2015-07-03 02:45:00'    4.405e+003                                          
'2015-07-03 02:50:00'    4.468e+003                                          
'2015-07-03 02:55:00'    4.531e+003                                          
'2015-07-03 03:00:00'    4.550e+003                                          
'2015-07-03 03:05:00'    4.299e+003                                          
'2015-07-03 03:10:00'    4.378e+003                                          
'2015-07-03 03:15:00'    4.445e+003                                          
'2015-07-03 03:20:00'    4.252e+003                                          
'2015-07-03 03:25:00'    4.258e+003                                          
'2015-07-03 03:30:00'    4.080e+003                                          
'2015-07-03 03:35:00'    3.905e+003                                          
'2015-07-03 03:40:00'    4.040e+003                                          
'2015-07-03 03:45:00'    3.816e+003                                          
'2015-07-03 03:50:00'    3.877e+003                                          
'2015-07-03 03:55:00'    3.695e+003                                          
'2015-07-03 04:00:00'    3.664e+003                                          
'2015-07-03 04:05:00'    3.721e+003                                          
'2015-07-03 04:10:00'    3.757e+003                                          
'2015-07-03 04:15:00'    3.809e+003                                          
'2015-07-03 04:20:00'    3.822e+003                                          
'2015-07-03 04:25:00'    3.925e+003                                          
'2015-07-03 04:30:00'    3.861e+003                                          
'2015-07-03 04:35:00'    3.983e+003                                          
'2015-07-03 04:40:00'    3.890e+003                                          
'2015-07-03 04:45:00'    4.057e+003                                          
'2015-07-03 04:50:00'    3.936e+003                                          
'2015-07-03 04:55:00'    4.060e+003                                          
'2015-07-03 05:00:00'    4.070e+003                                          
'2015-07-03 05:05:00'    4.118e+003    4.073e-001                            
'2015-07-03 05:10:00'    4.074e+003    7.793e-001                            
'2015-07-03 05:15:00'    4.092e+003    1.201e+000                            
'2015-07-03 05:20:00'    4.139e+003    1.513e+000                            
'2015-07-03 05:25:00'    4.070e+003    2.017e+000                            
'2015-07-03 05:30:00'    4.073e+003    2.628e+000                            
'2015-07-03 05:35:00'    4.066e+003    2.967e+000                            
'2015-07-03 05:40:00'    4.077e+003    3.335e+000                            
'2015-07-03 05:45:00'    4.129e+003    3.644e+000    7.852e+001              
'2015-07-03 05:50:00'    4.147e+003    3.870e+000                            
'2015-07-03 05:55:00'    4.021e+003    4.245e+000    1.921e+002              
'2015-07-03 06:00:00'    4.166e+003    5.000e+000    1.167e+000              
'2015-07-03 06:05:00'    4.075e+003    2.567e+001    1.222e+002              
'2015-07-03 06:10:00'    3.859e+003    4.827e+001    3.041e+002              
'2015-07-03 06:15:00'    3.760e+003    6.326e+001    4.479e+002              
'2015-07-03 06:20:00'    3.488e+003    8.540e+001    8.802e+002              
'2015-07-03 06:25:00'    3.270e+003    1.083e+002    1.172e+003              
'2015-07-03 06:30:00'    3.109e+003    1.266e+002    1.221e+003              
'2015-07-03 06:35:00'    3.001e+003    1.478e+002    1.534e+003              
'2015-07-03 06:40:00'    2.843e+003    1.726e+002    1.797e+003              
'2015-07-03 06:45:00'    2.675e+003    2.001e+002    1.733e+003              
'2015-07-03 06:50:00'    2.513e+003    2.094e+002    1.997e+003              
'2015-07-03 06:55:00'    2.372e+003    2.307e+002    2.098e+003              
'2015-07-03 07:00:00'    2.158e+003    2.525e+002    2.515e+003              
'2015-07-03 07:05:00'    2.041e+003    3.027e+002    2.607e+003              
'2015-07-03 07:10:00'    1.942e+003    3.657e+002    2.780e+003              
'2015-07-03 07:15:00'    1.861e+003    4.105e+002    2.779e+003              
'2015-07-03 07:20:00'    1.730e+003    4.711e+002    2.854e+003              
'2015-07-03 07:25:00'    1.673e+003    5.300e+002    3.033e+003              
'2015-07-03 07:30:00'    1.537e+003    5.961e+002    3.056e+003              
'2015-07-03 07:35:00'    1.440e+003    6.457e+002    3.187e+003              
'2015-07-03 07:40:00'    1.340e+003    6.792e+002    3.363e+003              
'2015-07-03 07:45:00'    1.230e+003    7.581e+002    3.318e+003              
'2015-07-03 07:50:00'    1.140e+003    8.242e+002    3.532e+003              
'2015-07-03 07:55:00'    1.025e+003    8.526e+002    3.503e+003              
'2015-07-03 08:00:00'    9.260e+002    9.175e+002    3.661e+003              
'2015-07-03 08:05:00'    1.026e+003    9.824e+002    3.554e+003              
'2015-07-03 08:10:00'    1.097e+003    1.048e+003    3.260e+003              
'2015-07-03 08:15:00'    1.181e+003    1.093e+003    3.315e+003              
'2015-07-03 08:20:00'    1.292e+003    1.166e+003    3.081e+003              
'2015-07-03 08:25:00'    1.378e+003    1.222e+003    3.043e+003              
'2015-07-03 08:30:00'    1.478e+003    1.305e+003    2.814e+003              
'2015-07-03 08:35:00'    1.533e+003    1.336e+003    2.756e+003              
'2015-07-03 08:40:00'    1.643e+003    1.377e+003    2.605e+003              
'2015-07-03 08:45:00'    1.706e+003    1.488e+003    2.371e+003              
'2015-07-03 08:50:00'    1.771e+003    1.548e+003    2.427e+003              
'2015-07-03 08:55:00'    1.858e+003    1.588e+003    2.291e+003              
'2015-07-03 09:00:00'    1.982e+003    1.653e+003    2.102e+003              
'2015-07-03 09:05:00'    2.057e+003    1.687e+003    2.133e+003              
'2015-07-03 09:10:00'    2.185e+003    1.804e+003    1.783e+003              
'2015-07-03 09:15:00'    2.324e+003    1.748e+003    1.620e+003              
'2015-07-03 09:20:00'    2.395e+003    1.846e+003    1.579e+003              
'2015-07-03 09:25:00'    2.509e+003    1.886e+003    1.368e+003              
'2015-07-03 09:30:00'    2.580e+003    1.961e+003    1.338e+003              
'2015-07-03 09:35:00'    2.648e+003    2.003e+003    1.114e+003              
'2015-07-03 09:40:00'    2.757e+003    1.964e+003    9.223e+002              
'2015-07-03 09:45:00'    2.885e+003    2.045e+003    9.982e+002              
'2015-07-03 09:50:00'    2.933e+003    2.060e+003    7.940e+002              
'2015-07-03 09:55:00'    3.010e+003    2.222e+003    6.855e+002              
'2015-07-03 10:00:00'    3.208e+003    2.200e+003    3.867e+002              
'2015-07-03 10:05:00'    3.282e+003    2.325e+003    2.811e+002              
'2015-07-03 10:10:00'    3.281e+003    2.172e+003    3.858e+002              
'2015-07-03 10:15:00'    3.220e+003    2.383e+003    8.131e+001              
'2015-07-03 10:20:00'    3.333e+003    2.368e+003    4.321e+001              
'2015-07-03 10:25:00'    3.321e+003    2.422e+003    1.675e+002              
'2015-07-03 10:30:00'    3.344e+003    2.537e+003                            
'2015-07-03 10:35:00'    3.406e+003    2.445e+003                            
'2015-07-03 10:40:00'    3.365e+003    2.546e+003    4.163e+001              
'2015-07-03 10:45:00'    3.481e+003    2.635e+003                            
'2015-07-03 10:50:00'    3.426e+003    2.683e+003                            
'2015-07-03 10:55:00'    3.543e+003    2.634e+003                            
'2015-07-03 11:00:00'    3.542e+003    2.680e+003                            
'2015-07-03 11:05:00'    3.532e+003    2.679e+003                            
'2015-07-03 11:10:00'    3.580e+003    2.726e+003                            
'2015-07-03 11:15:00'    3.558e+003    2.651e+003                            
'2015-07-03 11:20:00'    3.454e+003    2.622e+003                            
'2015-07-03 11:25:00'    3.421e+003    2.795e+003                            
'2015-07-03 11:30:00'    3.532e+003    2.711e+003                            
'2015-07-03 11:35:00'    3.531e+003    2.831e+003                            
'2015-07-03 11:40:00'    3.388e+003    2.879e+003                            
'2015-07-03 11:45:00'    3.333e+003    2.879e+003                            
'2015-07-03 11:50:00'    3.374e+003    2.858e+003                            
'2015-07-03 11:55:00'    3.391e+003    2.942e+003                            
'2015-07-03 12:00:00'    3.338e+003    2.853e+003                            
'2015-07-03 12:05:00'    3.359e+003    2.893e+003                            
'2015-07-03 12:10:00'    3.411e+003    2.877e+003                            
'2015-07-03 12:15:00'    3.490e+003    2.991e+003                            
'2015-07-03 12:20:00'    3.526e+003    2.906e+003                            
'2015-07-03 12:25:00'    3.516e+003    2.893e+003                            
'2015-07-03 12:30:00'    3.349e+003    2.976e+003                            
'2015-07-03 12:35:00'    3.539e+003    3.061e+003                            
'2015-07-03 12:40:00'    3.543e+003    2.972e+003                            
'2015-07-03 12:45:00'    3.534e+003    3.053e+003                            
'2015-07-03 12:50:00'    3.607e+003    3.108e+003                            
'2015-07-03 12:55:00'    3.690e+003    3.080e+003                            
'2015-07-03 13:00:00'    3.714e+003    3.115e+003                            
'2015-07-03 13:05:00'    3.719e+003    3.195e+003                            
'2015-07-03 13:10:00'    3.738e+003    3.073e+003                            
'2015-07-03 13:15:00'    3.741e+003    3.107e+003                            
'2015-07-03 13:20:00'    3.797e+003    2.988e+003                            
'2015-07-03 13:25:00'    3.816e+003    2.953e+003                            
'2015-07-03 13:30:00'    3.728e+003    2.978e+003                            
'2015-07-03 13:35:00'    3.760e+003    2.926e+003                            
'2015-07-03 13:40:00'    3.851e+003    2.999e+003                            
'2015-07-03 13:45:00'    3.817e+003    2.828e+003                            
'2015-07-03 13:50:00'    3.789e+003    2.872e+003                            
'2015-07-03 13:55:00'    3.896e+003    2.764e+003                            
'2015-07-03 14:00:00'    3.848e+003    2.810e+003                            
'2015-07-03 14:05:00'    3.648e+003    2.767e+003                            
'2015-07-03 14:10:00'    3.719e+003    2.841e+003                            
'2015-07-03 14:15:00'    3.637e+003    2.772e+003                            
'2015-07-03 14:20:00'    3.446e+003    2.739e+003                            
'2015-07-03 14:25:00'    3.439e+003    2.688e+003                            
'2015-07-03 14:30:00'    3.306e+003    2.626e+003                            
'2015-07-03 14:35:00'    3.194e+003    2.676e+003                            
'2015-07-03 14:40:00'    3.202e+003    2.663e+003                            
'2015-07-03 14:45:00'    3.222e+003    2.573e+003                            
'2015-07-03 14:50:00'    2.917e+003    2.620e+003                            
'2015-07-03 14:55:00'    2.854e+003    2.535e+003                            
'2015-07-03 15:00:00'    2.818e+003    2.525e+003                            
'2015-07-03 15:05:00'    2.763e+003    2.547e+003                            
'2015-07-03 15:10:00'    2.849e+003    2.441e+003                            
'2015-07-03 15:15:00'    2.769e+003    2.419e+003    1.545e+001              
'2015-07-03 15:20:00'    2.679e+003    2.412e+003    4.390e+000              
'2015-07-03 15:25:00'    2.722e+003    2.442e+003                            
'2015-07-03 15:30:00'    2.798e+003    2.328e+003    5.720e+001              
'2015-07-03 15:35:00'    2.721e+003    2.223e+003    1.503e+002              
'2015-07-03 15:40:00'    2.799e+003    2.242e+003    1.276e+002              
'2015-07-03 15:45:00'    2.765e+003    2.241e+003    1.995e+002              
'2015-07-03 15:50:00'    2.683e+003    2.234e+003    3.638e+002              
'2015-07-03 15:55:00'    2.693e+003    2.136e+003    3.602e+002              
'2015-07-03 16:00:00'    2.690e+003    2.095e+003    4.302e+002              
'2015-07-03 16:05:00'    2.675e+003    2.041e+003    4.474e+002              
'2015-07-03 16:10:00'    2.688e+003    1.983e+003    5.603e+002              
'2015-07-03 16:15:00'    2.674e+003    1.876e+003    6.684e+002              
'2015-07-03 16:20:00'    2.768e+003    1.921e+003    5.792e+002              
'2015-07-03 16:25:00'    2.672e+003    1.830e+003    6.634e+002              
'2015-07-03 16:30:00'    2.775e+003    1.797e+003    5.969e+002              
'2015-07-03 16:35:00'    2.744e+003    1.810e+003    6.797e+002              
'2015-07-03 16:40:00'    2.858e+003    1.796e+003    5.217e+002              
'2015-07-03 16:45:00'    2.822e+003    1.653e+003    8.823e+002              
'2015-07-03 16:50:00'    2.791e+003    1.684e+003    8.114e+002              
'2015-07-03 16:55:00'    2.914e+003    1.610e+003    8.071e+002              
'2015-07-03 17:00:00'    2.848e+003    1.588e+003    8.956e+002              
'2015-07-03 17:05:00'    2.927e+003    1.526e+003    8.887e+002              
'2015-07-03 17:10:00'    3.024e+003    1.467e+003    8.639e+002              
'2015-07-03 17:15:00'    3.104e+003    1.424e+003    9.624e+002              
'2015-07-03 17:20:00'    3.281e+003    1.275e+003    9.193e+002              
'2015-07-03 17:25:00'    3.403e+003    1.346e+003    7.304e+002              
'2015-07-03 17:30:00'    3.485e+003    1.278e+003    8.287e+002              
'2015-07-03 17:35:00'    3.503e+003    1.201e+003    8.457e+002              
'2015-07-03 17:40:00'    3.683e+003    1.146e+003    4.979e+002              
'2015-07-03 17:45:00'    3.752e+003    1.049e+003    7.574e+002              
'2015-07-03 17:50:00'    3.883e+003    1.025e+003    6.480e+002              
'2015-07-03 17:55:00'    3.949e+003    9.674e+002    6.645e+002              
'2015-07-03 18:00:00'    4.012e+003    9.100e+002    6.409e+002              
'2015-07-03 18:05:00'    4.153e+003    8.232e+002    6.407e+002              
'2015-07-03 18:10:00'    4.234e+003    8.317e+002    4.123e+002              
'2015-07-03 18:15:00'    4.323e+003    7.254e+002    6.993e+002              
'2015-07-03 18:20:00'    4.409e+003    6.974e+002    7.003e+002              
'2015-07-03 18:25:00'    4.465e+003    6.429e+002    5.818e+002              
'2015-07-03 18:30:00'    4.757e+003    5.836e+002    1.738e+002              
'2015-07-03 18:35:00'    4.761e+003    5.161e+002    3.658e+002              
'2015-07-03 18:40:00'    4.683e+003    4.735e+002    7.563e+002              
'2015-07-03 18:45:00'    4.808e+003    4.240e+002    4.414e+002              
'2015-07-03 18:50:00'    5.018e+003    3.883e+002    1.989e+002              
'2015-07-03 18:55:00'    5.019e+003    3.279e+002    4.649e+002              
'2015-07-03 19:00:00'    5.226e+003    2.675e+002    1.853e+002              
'2015-07-03 19:05:00'    5.345e+003    2.428e+002                            
'2015-07-03 19:10:00'    5.498e+003    2.280e+002                            
'2015-07-03 19:15:00'    5.476e+003    2.007e+002    2.840e+001              
'2015-07-03 19:20:00'    5.617e+003    1.779e+002                            
'2015-07-03 19:25:00'    5.903e+003    1.545e+002                            
'2015-07-03 19:30:00'    5.657e+003    1.389e+002                            
'2015-07-03 19:35:00'    5.941e+003    1.142e+002                            
'2015-07-03 19:40:00'    6.065e+003    9.659e+001                            
'2015-07-03 19:45:00'    6.205e+003    7.477e+001                            
'2015-07-03 19:50:00'    6.458e+003    5.202e+001                            
'2015-07-03 19:55:00'    6.592e+003    3.134e+001                            
'2015-07-03 20:00:00'    6.516e+003    1.000e+001                            
'2015-07-03 20:05:00'    6.737e+003    8.927e+000                            
'2015-07-03 20:10:00'    6.700e+003    7.862e+000                            
'2015-07-03 20:15:00'    6.760e+003    7.232e+000                            
'2015-07-03 20:20:00'    6.728e+003    6.675e+000                            
'2015-07-03 20:25:00'    7.035e+003    6.154e+000                            
'2015-07-03 20:30:00'    6.915e+003    5.187e+000                            
'2015-07-03 20:35:00'    6.866e+003    3.780e+000                            
'2015-07-03 20:40:00'    7.015e+003    3.471e+000                            
'2015-07-03 20:45:00'    7.196e+003    2.643e+000                            
'2015-07-03 20:50:00'    7.245e+003    1.779e+000                            
'2015-07-03 20:55:00'    7.479e+003    8.371e-001                            
'2015-07-03 21:00:00'    7.434e+003                                          
'2015-07-03 21:05:00'    7.447e+003                                          
'2015-07-03 21:10:00'    7.931e+003                                          
'2015-07-03 21:15:00'    7.574e+003                                          
'2015-07-03 21:20:00'    8.033e+003                                          
'2015-07-03 21:25:00'    7.894e+003                                          
'2015-07-03 21:30:00'    7.863e+003                                          
'2015-07-03 21:35:00'    8.017e+003                                          
'2015-07-03 21:40:00'    8.124e+003                                          
'2015-07-03 21:45:00'    8.175e+003                                          
'2015-07-03 21:50:00'    8.163e+003                                          
'2015-07-03 21:55:00'    8.289e+003                                          
'2015-07-03 22:00:00'    8.372e+003                                          
'2015-07-03 22:05:00'    8.199e+003                                          
'2015-07-03 22:10:00'    8.438e+003                                          
'2015-07-03 22:15:00'    8.196e+003                                          
'2015-07-03 22:20:00'    8.178e+003                                          
'2015-07-03 22:25:00'    8.125e+003                                          
'2015-07-03 22:30:00'    8.218e+003                                          
'2015-07-03 22:35:00'    8.037e+003                                          
'2015-07-03 22:40:00'    8.144e+003                                          
'2015-07-03 22:45:00'    8.041e+003                                          
'2015-07-03 22:50:00'    7.999e+003                                          
'2015-07-03 22:55:00'    8.119e+003                                          
'2015-07-03 23:00:00'    7.990e+003                                          
'2015-07-03 23:05:00'    7.989e+003                                          
'2015-07-03 23:10:00'    8.026e+003                                          
'2015-07-03 23:15:00'    8.148e+003                                          
'2015-07-03 23:20:00'    8.151e+003                                          
'2015-07-03 23:25:00'    8.276e+003                                          
'2015-07-03 23:30:00'    8.266e+003                                          
'2015-07-03 23:35:00'    8.390e+003                                          
'2015-07-03 23:40:00'    8.316e+003                                          
'2015-07-03 23:45:00'    8.628e+003                                          
'2015-07-03 23:50:00'    8.389e+003                                          
'2015-07-03 23:55:00'    8.399e+003                                          
'2015-07-04 00:00:00'    8.642e+003                                          
'2015-07-04 00:05:00'    8.790e+003                                          
'2015-07-04 00:10:00'    8.858e+003                                          
'2015-07-04 00:15:00'    8.795e+003                                          
'2015-07-04 00:20:00'    8.557e+003                                          
'2015-07-04 00:25:00'    8.723e+003                                          
'2015-07-04 00:30:00'    8.778e+003                                          
'2015-07-04 00:35:00'    8.817e+003                                          
'2015-07-04 00:40:00'    8.650e+003                                          
'2015-07-04 00:45:00'    8.845e+003                                          
'2015-07-04 00:50:00'    8.879e+003                                          
'2015-07-04 00:55:00'    8.704e+003                                          
'2015-07-04 01:00:00'    8.814e+003                                          
'2015-07-04 01:05:00'    8.576e+003                                          
'2015-07-04 01:10:00'    8.789e+003                                          
'2015-07-04 01:15:00'    8.773e+003                                          
'2015-07-04 01:20:00'    8.271e+003                                          
'2015-07-04 01:25:00'    8.296e+003                                          
'2015-07-04 01:30:00'    8.441e+003                                          
'2015-07-04 01:35:00'    8.357e+003                                          
'2015-07-04 01:40:00'    7.961e+003                                          
'2015-07-04 01:45:00'    8.115e+003                                          
'2015-07-04 01:50:00'    7.758e+003                                          
'2015-07-04 01:55:00'    7.957e+003                                          
'2015-07-04 02:00:00'    7.824e+003                                          
'2015-07-04 02:05:00'    7.695e+003                                          
'2015-07-04 02:10:00'    7.731e+003                                          
'2015-07-04 02:15:00'    7.589e+003                                          
'2015-07-04 02:20:00'    7.491e+003                                          
'2015-07-04 02:25:00'    7.869e+003                                          
'2015-07-04 02:30:00'    7.719e+003                                          
'2015-07-04 02:35:00'    7.570e+003                                          
'2015-07-04 02:40:00'    7.731e+003                                          
'2015-07-04 02:45:00'    7.754e+003                                          
'2015-07-04 02:50:00'    7.527e+003                                          
'2015-07-04 02:55:00'    7.466e+003                                          
'2015-07-04 03:00:00'    7.498e+003                                          
'2015-07-04 03:05:00'    7.250e+003                                          
'2015-07-04 03:10:00'    7.364e+003                                          
'2015-07-04 03:15:00'    7.371e+003                                          
'2015-07-04 03:20:00'    7.301e+003                                          
'2015-07-04 03:25:00'    7.322e+003                                          
'2015-07-04 03:30:00'    7.151e+003                                          
'2015-07-04 03:35:00'    7.238e+003                                          
'2015-07-04 03:40:00'    6.991e+003                                          
'2015-07-04 03:45:00'    6.982e+003                                          
'2015-07-04 03:50:00'    7.285e+003                                          
'2015-07-04 03:55:00'    7.006e+003                                          
'2015-07-04 04:00:00'    7.026e+003                                          
'2015-07-04 04:05:00'    6.934e+003                                          
'2015-07-04 04:10:00'    6.897e+003                                          
'2015-07-04 04:15:00'    6.834e+003                                          
'2015-07-04 04:20:00'    7.028e+003                                          
'2015-07-04 04:25:00'    6.889e+003                                          
'2015-07-04 04:30:00'    6.822e+003                                          
'2015-07-04 04:35:00'    6.757e+003                                          
'2015-07-04 04:40:00'    6.632e+003                                          
'2015-07-04 04:45:00'    6.748e+003                                          
'2015-07-04 04:50:00'    6.740e+003                                          
'2015-07-04 04:55:00'    6.664e+003                                          
'2015-07-04 05:00:00'    6.636e+003                                          
'2015-07-04 05:05:00'    6.512e+003    4.111e-001                            
'2015-07-04 05:10:00'    6.666e+003    7.844e-001                            
'2015-07-04 05:15:00'    6.591e+003    1.145e+000                            
'2015-07-04 05:20:00'    6.533e+003    1.718e+000                            
'2015-07-04 05:25:00'    6.860e+003    1.883e+000                            
'2015-07-04 05:30:00'    6.447e+003    2.729e+000                            
'2015-07-04 05:35:00'    6.504e+003    2.868e+000                            
'2015-07-04 05:40:00'    6.390e+003    3.394e+000                            
'2015-07-04 05:45:00'    6.592e+003    3.513e+000                            
'2015-07-04 05:50:00'    6.431e+003    4.445e+000                            
'2015-07-04 05:55:00'    6.560e+003    4.793e+000                            
'2015-07-04 06:00:00'    6.422e+003    5.000e+000                            
'2015-07-04 06:05:00'    6.393e+003    2.545e+001                            
'2015-07-04 06:10:00'    6.044e+003    4.491e+001                            
'2015-07-04 06:15:00'    6.047e+003    6.743e+001                            
'2015-07-04 06:20:00'    5.941e+003    8.559e+001                            
'2015-07-04 06:25:00'    5.666e+003    1.122e+002                            
'2015-07-04 06:30:00'    5.713e+003    1.223e+002                            
'2015-07-04 06:35:00'    5.407e+003    1.437e+002                            
'2015-07-04 06:40:00'    5.402e+003    1.647e+002                            
'2015-07-04 06:45:00'    5.018e+003    1.858e+002                            
'2015-07-04 06:50:00'    4.929e+003    2.056e+002                            
'2015-07-04 06:55:00'    4.875e+003    2.325e+002                            
'2015-07-04 07:00:00'    4.694e+003    2.500e+002                            
'2015-07-04 07:05:00'    4.482e+003    3.074e+002                            
'2015-07-04 07:10:00'    4.518e+003    3.458e+002                            
'2015-07-04 07:15:00'    4.210e+003    3.861e+002                            
'2015-07-04 07:20:00'    4.223e+003    4.543e+002                            
'2015-07-04 07:25:00'    3.871e+003    5.099e+002                            
'2015-07-04 07:30:00'    3.840e+003    5.343e+002                            
'2015-07-04 07:35:00'    3.712e+003    5.860e+002                            
'2015-07-04 07:40:00'    3.486e+003    6.361e+002                            
'2015-07-04 07:45:00'    3.526e+003    6.735e+002                            
'2015-07-04 07:50:00'    3.338e+003    7.419e+002                            
'2015-07-04 07:55:00'    3.145e+003    8.326e+002                            
'2015-07-04 08:00:00'    3.024e+003    8.425e+002    7.326e+001              
'2015-07-04 08:05:00'    3.032e+003    9.369e+002    1.244e+001              
'2015-07-04 08:10:00'    2.877e+003    9.391e+002    1.497e+002              
'2015-07-04 08:15:00'    3.071e+003    1.014e+003                            
'2015-07-04 08:20:00'    2.972e+003    1.096e+003    2.638e+001              
'2015-07-04 08:25:00'    2.857e+003    1.100e+003    5.651e+001              
'2015-07-04 08:30:00'    2.903e+003    1.206e+003    6.452e+000              
'2015-07-04 08:35:00'    3.010e+003    1.298e+003                            
'2015-07-04 08:40:00'    2.832e+003    1.316e+003                            
'2015-07-04 08:45:00'    2.910e+003    1.359e+003                            
'2015-07-04 08:50:00'    2.912e+003    1.475e+003                            
'2015-07-04 08:55:00'    2.922e+003    1.523e+003                            
'2015-07-04 09:00:00'    2.858e+003    1.563e+003                            
'2015-07-04 09:05:00'    2.855e+003    1.625e+003                            
'2015-07-04 09:10:00'    2.731e+003    1.641e+003                            
'2015-07-04 09:15:00'    2.869e+003    1.649e+003                            
'2015-07-04 09:20:00'    2.796e+003    1.671e+003                            
'2015-07-04 09:25:00'    2.814e+003    1.774e+003                            
'2015-07-04 09:30:00'    2.854e+003    1.829e+003                            
'2015-07-04 09:35:00'    2.833e+003    1.844e+003                            
'2015-07-04 09:40:00'    2.815e+003    1.851e+003                            
'2015-07-04 09:45:00'    2.867e+003    1.886e+003                            
'2015-07-04 09:50:00'    2.806e+003    2.020e+003                            
'2015-07-04 09:55:00'    2.767e+003    1.994e+003                            
'2015-07-04 10:00:00'    2.812e+003    2.058e+003                            
'2015-07-04 10:05:00'    2.750e+003    2.117e+003                            
'2015-07-04 10:10:00'    2.602e+003    2.110e+003                            
'2015-07-04 10:15:00'    2.539e+003    2.191e+003                            
'2015-07-04 10:20:00'    2.538e+003    2.232e+003                            
'2015-07-04 10:25:00'    2.362e+003    2.177e+003                            
'2015-07-04 10:30:00'    2.294e+003    2.328e+003                            
'2015-07-04 10:35:00'    2.242e+003    2.375e+003                            
'2015-07-04 10:40:00'    2.075e+003    2.353e+003                            
'2015-07-04 10:45:00'    2.087e+003    2.447e+003                            
'2015-07-04 10:50:00'    1.899e+003    2.361e+003    7.483e+001              
'2015-07-04 10:55:00'    1.837e+003    2.526e+003    2.042e+002              
'2015-07-04 11:00:00'    1.804e+003    2.525e+003    1.329e+002              
'2015-07-04 11:05:00'    1.742e+003    2.514e+003    2.160e+002              
'2015-07-04 11:10:00'    1.705e+003    2.604e+003    1.195e+002              
'2015-07-04 11:15:00'    1.569e+003    2.620e+003    3.140e+002              
'2015-07-04 11:20:00'    1.513e+003    2.593e+003    2.462e+002              
'2015-07-04 11:25:00'    1.458e+003    2.611e+003    2.934e+002              
'2015-07-04 11:30:00'    1.386e+003    2.649e+003    3.422e+002              
'2015-07-04 11:35:00'    1.311e+003    2.720e+003    3.231e+002              
'2015-07-04 11:40:00'    1.253e+003    2.634e+003    4.399e+002              
'2015-07-04 11:45:00'    1.165e+003    2.800e+003    2.607e+002              
'2015-07-04 11:50:00'    1.084e+003    2.804e+003    4.975e+002              
'2015-07-04 11:55:00'    1.003e+003    2.776e+003    4.891e+002              
'2015-07-04 12:00:00'    9.400e+002    2.833e+003    5.470e+002              
'2015-07-04 12:05:00'    9.074e+002    2.810e+003    5.936e+002              
'2015-07-04 12:10:00'    9.240e+002    2.840e+003    4.152e+002              
'2015-07-04 12:15:00'    9.696e+002    2.852e+003    4.276e+002              
'2015-07-04 12:20:00'    9.025e+002    2.983e+003    5.602e+002              
'2015-07-04 12:25:00'    9.428e+002    2.919e+003    3.500e+002              
'2015-07-04 12:30:00'    9.262e+002    2.957e+003    4.145e+002              
'2015-07-04 12:35:00'    9.448e+002    2.965e+003    3.782e+002              
'2015-07-04 12:40:00'    9.430e+002    2.998e+003    4.889e+002              
'2015-07-04 12:45:00'    9.601e+002    3.022e+003    3.883e+002              
'2015-07-04 12:50:00'    9.611e+002    2.988e+003    2.994e+002              
'2015-07-04 12:55:00'    9.686e+002    3.141e+003    8.762e+001              
'2015-07-04 13:00:00'    9.640e+002    3.063e+003    2.455e+002              
'2015-07-04 13:05:00'    9.458e+002    3.042e+003    2.920e+002              
'2015-07-04 13:10:00'    9.250e+002    3.086e+003    2.280e+002              
'2015-07-04 13:15:00'    9.199e+002    3.079e+003    4.013e+002              
'2015-07-04 13:20:00'    9.660e+002    2.946e+003    3.514e+002              
'2015-07-04 13:25:00'    9.010e+002    3.025e+003    3.715e+002              
'2015-07-04 13:30:00'    8.794e+002    2.949e+003    4.195e+002              
'2015-07-04 13:35:00'    8.956e+002    2.947e+003    4.864e+002              
'2015-07-04 13:40:00'    8.539e+002    2.972e+003    4.596e+002              
'2015-07-04 13:45:00'    8.612e+002    2.946e+003    4.861e+002              
'2015-07-04 13:50:00'    8.395e+002    2.934e+003    5.494e+002              
'2015-07-04 13:55:00'    8.674e+002    2.953e+003    4.708e+002              
'2015-07-04 14:00:00'    8.280e+002    2.940e+003    5.040e+002              
'2015-07-04 14:05:00'    8.608e+002    2.980e+003    3.748e+002              
'2015-07-04 14:10:00'    8.230e+002    2.891e+003    4.646e+002              
'2015-07-04 14:15:00'    8.816e+002    2.945e+003    4.570e+002              
'2015-07-04 14:20:00'    8.496e+002    2.869e+003    4.839e+002              
'2015-07-04 14:25:00'    8.778e+002    2.885e+003    4.055e+002              
'2015-07-04 14:30:00'    8.661e+002    2.678e+003    6.349e+002              
'2015-07-04 14:35:00'    8.990e+002    2.773e+003    5.789e+002              
'2015-07-04 14:40:00'    9.324e+002    2.756e+003    3.796e+002              
'2015-07-04 14:45:00'    8.834e+002    2.748e+003    4.274e+002              
'2015-07-04 14:50:00'    9.351e+002    2.654e+003    4.393e+002              
