
    PO_GenerationByGeneratorType(iTime,iGeneratorType) := data table 
                       NGCC-New      Wind     Solar
                    !  --------  --------  --------
'2015-07-02 03:35:00'   640.000  3589.069          
'2015-07-02 03:40:00'   640.000  3542.593          
'2015-07-02 03:45:00'   640.000  3398.331          
'2015-07-02 03:50:00'   640.000  3392.816          
'2015-07-02 03:55:00'   640.000  3310.848          
'2015-07-02 04:00:00'   640.000  3209.600          
'2015-07-02 04:05:00'   640.000  3162.499          
'2015-07-02 04:10:00'   640.000  3173.994          
'2015-07-02 04:15:00'   640.000  3077.295          
'2015-07-02 04:20:00'   640.000  2989.854          
'2015-07-02 04:25:00'   640.000  3073.069          
'2015-07-02 04:30:00'   640.000  3103.760          
'2015-07-02 04:35:00'   721.016  2856.216          
'2015-07-02 04:40:00'   658.076  2984.328          
'2015-07-02 04:45:00'   909.576  2883.667          
'2015-07-02 04:50:00'   918.574  2879.943          
'2015-07-02 04:55:00'  1015.706  2796.323          
'2015-07-02 05:00:00'  1052.439  2794.240          
'2015-07-02 05:05:00'  1141.109  2679.955     0.401
'2015-07-02 05:10:00'  1078.444  2749.568     0.852
'2015-07-02 05:15:00'  1149.153  2778.400     1.160
'2015-07-02 05:20:00'  1109.768  2693.597     1.745
'2015-07-02 05:25:00'  1381.616  2552.373     2.171
'2015-07-02 05:30:00'  1315.083  2734.221     2.391
'2015-07-02 05:35:00'  1567.287  2566.984     2.917
'2015-07-02 05:40:00'  1542.664  2651.022     3.296
'2015-07-02 05:45:00'  1779.716  2508.034     3.502
'2015-07-02 05:50:00'  1586.957  2642.677     4.511
'2015-07-02 05:55:00'  1722.117  2573.834     4.428
'2015-07-02 06:00:00'  1751.977  2503.960     5.000
'2015-07-02 06:05:00'  1820.650  2373.252    23.227
'2015-07-02 06:10:00'  1887.521  2466.289    39.051
'2015-07-02 06:15:00'  2120.637  2305.243    58.127
'2015-07-02 06:20:00'  2235.321  2279.628    75.251
'2015-07-02 06:25:00'  2086.268  2157.655    96.151
'2015-07-02 06:30:00'  2400.000  2239.692   114.283
'2015-07-02 06:35:00'  2357.633  2143.350   125.224
'2015-07-02 06:40:00'  2400.000  1968.042   149.417
'2015-07-02 06:45:00'  2400.000  2062.291   167.886
'2015-07-02 06:50:00'  2400.000  1909.606   186.762
'2015-07-02 06:55:00'  2400.000  1885.853   202.731
'2015-07-02 07:00:00'  2400.000  1836.080   221.250
'2015-07-02 07:05:00'  2400.000  1833.908   271.647
'2015-07-02 07:10:00'  2400.000  1769.223   315.338
'2015-07-02 07:15:00'  2400.000  1619.040   349.436
'2015-07-02 07:20:00'  2400.000  1657.587   405.167
'2015-07-02 07:25:00'  2400.000  1629.532   442.896
'2015-07-02 07:30:00'  2400.000  1523.721   477.150
'2015-07-02 07:35:00'  2400.000  1514.501   538.804
'2015-07-02 07:40:00'  2400.000  1383.301   560.374
'2015-07-02 07:45:00'  2400.000  1420.374   608.389
'2015-07-02 07:50:00'  2400.000  1374.146   656.345
'2015-07-02 07:55:00'  2400.000  1282.455   702.223
'2015-07-02 08:00:00'  2400.000  1290.920   740.000
'2015-07-02 08:05:00'  2400.000  1285.556   797.435
'2015-07-02 08:10:00'  2400.000  1330.231   849.519
'2015-07-02 08:15:00'  2400.000  1263.415   934.895
'2015-07-02 08:20:00'  2400.000  1286.400   964.609
'2015-07-02 08:25:00'  2400.000  1349.630  1049.493
'2015-07-02 08:30:00'  2400.000  1274.612  1049.150
'2015-07-02 08:35:00'  2400.000  1236.077  1137.593
